,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,city
24157,1,1,2,1,0,0,0.0,16,4.407560849486362,0,C10
24163,1,1,3,3,1,0,0.0,18,4.238287032069505,0,C22
24178,0,1,1,1,1,0,0.0,22,4.294448589479347,0,C9
24180,1,1,3,3,1,3,3.0,18,4.397244581010386,0,C10
24194,1,1,2,2,1,0,0.0,5,4.050085744201408,0,C5
24197,1,1,4,4,1,0,0.0,3,4.490042800264223,1,C2
24199,1,1,3,2,1,0,0.0,17,4.427979197986555,0,C4
24200,1,1,4,1,1,10,3.0,15,4.475031622066406,1,C18
24202,1,1,2,2,1,0,0.0,3,4.0783988115777285,0,C2
24215,1,1,3,3,1,1,4.0,22,4.3354177792535475,0,C2
24219,1,1,4,4,1,4,3.0,17,4.4722297124644035,1,C4
24238,1,1,2,2,1,0,0.0,22,4.084147133154448,0,C4
24248,0,1,2,2,1,1,3.0,21,4.002813779224673,0,C10
24249,0,1,1,1,1,6,4.0,18,4.149588567787744,0,C9
24250,1,1,3,2,1,0,0.0,21,4.33209492844608,0,C7
24252,1,1,1,1,1,6,2.0,20,3.9147661369258526,0,C1
24254,1,1,4,2,1,0,0.0,19,4.47798897625089,0,C11
24256,1,1,1,1,1,0,0.0,16,4.115171002984051,0,C19
24259,1,1,2,2,1,0,0.0,8,4.217641840773327,0,C8
24263,0,1,3,3,1,15,3.0,21,4.407805453537832,1,C3
24266,1,1,3,1,1,5,3.0,6,4.382053082115315,1,C7
24270,1,1,2,2,1,0,0.0,16,4.277746700027364,0,C5
24274,1,1,3,2,1,9,3.0,18,4.362482474751174,0,C28
24275,0,1,3,2,1,7,4.0,22,4.2172733261293205,1,C29
24279,1,1,4,4,1,0,0.0,18,4.430977552944649,0,C4
24294,0,1,3,3,1,13,3.0,9,4.323969485867442,0,C20
24300,1,1,3,3,1,15,3.0,21,4.472097928369354,1,C1
24302,0,1,1,1,1,1,3.0,22,3.950131090407851,0,C2
24305,1,1,4,3,1,4,4.0,5,4.460163881357956,0,C1
24312,1,1,4,3,1,0,0.0,22,4.5086535930624425,0,C1
24317,1,1,4,4,1,3,2.0,6,4.4206553400742825,0,C3
24318,1,1,1,1,1,0,0.0,1,3.9184497424011577,0,C19
24339,1,1,3,1,1,15,2.0,20,4.362663393096596,0,C5
24340,1,1,2,2,1,6,2.0,19,4.26881190373978,0,C12
24345,1,1,2,1,1,6,1.0,17,4.208957043594235,0,C26
24354,1,1,4,3,0,7,3.0,22,4.543163771057332,0,C3
24355,1,1,4,2,0,15,3.0,8,4.49748253736737,1,C15
24359,0,1,2,1,1,0,0.0,2,4.26881190373978,0,C26
24363,1,1,3,2,1,0,0.0,17,4.178827363170855,0,C6
24364,0,1,4,3,1,3,3.0,15,4.4184338800803244,0,C2
24374,1,1,3,2,1,15,3.0,21,4.48877626544444,0,C2
24377,1,1,2,2,1,5,3.0,18,4.227290103777322,1,C26
24380,1,1,3,1,1,7,3.0,18,4.420516831228617,0,C3
24382,1,1,4,1,1,15,3.0,18,4.559763032876794,1,C2
24383,1,1,2,2,1,0,0.0,1,4.234405911674173,0,C19
24384,1,1,3,3,1,15,3.0,18,4.294236893407935,0,C3
24387,1,1,4,4,1,15,3.0,18,4.4785087782063036,0,C2
24389,1,1,3,1,0,0,0.0,17,4.339252634032699,0,C1
24398,1,1,3,3,1,6,1.0,12,4.430107319916718,0,C3
24401,0,1,2,1,1,2,3.0,19,4.147923538980606,0,C3
24407,1,1,3,3,0,5,3.0,21,4.35524073941683,1,C7
24416,1,1,3,3,1,0,0.0,22,4.2596655387296725,0,C20
24420,0,1,3,2,1,0,0.0,13,4.230014409604256,0,C2
24429,1,1,4,4,1,0,0.0,21,4.421867055918718,0,C4
24430,1,1,3,3,1,0,0.0,19,4.422550446275157,1,C3
24432,1,1,3,3,1,5,3.0,9,4.434249452396475,0,C21
24433,1,1,2,1,1,4,2.0,20,4.199755177253475,1,C3
24434,1,1,4,3,1,4,3.0,14,4.425794979726693,0,C14
24437,1,1,3,1,0,6,2.0,13,4.289767270952781,0,C7
24445,1,1,3,3,1,11,3.0,5,4.352228840385622,0,C1
24459,1,1,3,1,1,6,3.0,20,4.333245698961963,0,C1
24460,1,1,2,1,0,7,3.0,9,4.004106323279658,0,C5
24470,1,1,2,2,1,4,3.0,1,3.9462950258796017,0,C20
24481,1,1,4,3,1,5,3.0,14,4.4473751243144495,0,C1
24490,1,1,4,3,1,2,3.0,14,4.481872410310664,0,C2
24494,0,1,2,1,0,4,4.0,22,4.2979267582711,0,C30
24515,1,1,2,2,1,8,3.0,19,4.324014798036288,0,C1
24519,1,1,4,3,1,0,0.0,19,4.488866452233656,0,C1
24521,0,1,2,1,1,1,3.0,22,4.139123134109579,0,C2
24536,1,1,4,1,1,0,0.0,13,4.392626616474039,0,C1
24543,0,1,2,2,1,0,0.0,16,4.20133156548843,0,C12
24544,1,1,4,2,1,5,3.0,15,4.3689485170004065,0,C7
24556,1,1,4,4,1,0,0.0,21,4.479131720433936,1,C1
24557,1,1,3,1,0,0,0.0,22,4.457669994079433,0,C2
24568,1,1,4,4,1,2,3.0,18,4.412830002562326,1,C1
24573,0,1,2,2,1,10,2.0,20,4.159807732969431,0,C14
24578,1,1,2,1,0,0,0.0,12,4.28651036023764,0,C17
24581,1,1,2,1,1,8,3.0,18,4.370016892648432,1,C4
24588,0,1,4,2,0,2,1.0,16,4.500082715049948,0,C1
24599,0,1,2,2,0,9,1.0,19,4.2265483538414115,1,C3
24606,1,1,2,2,1,8,4.0,11,3.989004615698537,1,C2
24608,1,1,3,1,0,5,1.0,13,4.39072320444882,0,C2
24609,1,1,2,2,1,4,1.0,8,4.277104727283855,0,C4
24614,1,1,2,1,1,0,0.0,18,4.2374431953754605,0,C22
24638,0,1,2,2,1,3,3.0,22,4.273001272063738,0,C8
24644,1,1,2,1,1,3,4.0,14,4.281342493066978,1,C7
24645,0,1,2,1,0,0,0.0,17,4.340840549812332,0,C6
24650,0,1,2,2,1,0,0.0,21,4.199755177253475,0,C13
24656,0,1,4,1,1,8,3.0,6,4.489181958591087,0,C4
24669,1,1,4,1,0,1,3.0,21,4.421182588508476,1,C6
24671,0,1,1,1,1,0,0.0,13,4.072264606745687,0,C2
24688,1,1,3,3,1,0,0.0,3,4.351661051790672,1,C2
24692,1,1,2,1,1,1,1.0,19,4.295281141116848,0,C3
24693,0,1,1,1,1,0,0.0,2,3.9652957958116564,0,C9
24697,1,1,3,2,1,2,3.0,18,4.39072320444882,0,C1
24702,1,1,3,2,1,7,1.0,16,4.412184930803323,1,C4
24708,1,1,2,2,1,0,0.0,4,4.176785574922036,0,C29
24713,1,1,3,3,1,0,0.0,13,4.339443490762602,0,C17
24725,1,1,3,2,0,4,1.0,19,4.362482474751174,0,C1
24726,0,1,2,2,1,1,1.0,18,4.280578370368076,0,C4
24729,1,1,3,2,1,0,0.0,22,4.338057875419756,1,C2
24737,0,1,2,2,1,6,3.0,21,4.227938097369417,0,C5
24743,0,1,2,2,1,7,3.0,18,4.203032887014711,1,C10
24746,1,1,4,3,1,15,3.0,20,4.5288138965177,0,C1
24749,0,1,1,1,1,3,4.0,22,4.200281276023932,0,C5
24751,1,1,4,3,1,15,3.0,21,4.468745989253668,0,C1
24752,1,1,4,4,0,0,0.0,21,4.460837728633412,0,C1
24755,0,1,2,2,0,0,0.0,1,4.35349307314731,0,C24
24756,1,1,3,2,1,1,3.0,22,4.44126140999476,0,C22
24757,0,1,2,2,1,2,3.0,14,4.2854672904600575,0,C14
24761,0,1,1,1,1,3,3.0,22,3.885361220031512,0,C26
24763,1,1,3,3,1,2,4.0,21,4.392626616474039,0,C6
24766,1,1,2,1,1,5,3.0,1,4.3167249841904995,0,C26
24772,1,1,4,3,0,4,4.0,17,4.5252521817486295,1,C1
24776,1,1,1,1,1,0,0.0,21,4.205880729887537,0,C7
24778,1,1,3,3,1,0,0.0,22,4.3457186762819315,0,C33
24790,0,1,3,1,0,1,2.0,7,4.337914283260437,0,C13
24793,1,1,3,3,1,15,4.0,17,4.4373192242406985,1,C1
24805,1,1,3,1,0,15,3.0,21,4.35628597333148,0,C8
24816,1,1,3,1,0,0,0.0,16,4.414939939418018,0,C1
24836,1,1,4,3,1,0,0.0,16,4.491384108454902,0,C1
24839,1,1,2,1,1,3,3.0,5,4.066773037085025,0,C16
24841,1,1,2,1,1,12,3.0,16,4.207580514765431,0,C1
24842,0,1,4,4,1,1,1.0,22,4.43589530663102,0,C4
24844,1,1,4,2,1,6,3.0,6,4.445068398688963,0,C4
24848,0,1,3,3,1,1,1.0,19,4.274591926742999,0,C19
24850,0,1,2,1,1,0,0.0,16,4.232365799228399,1,C3
24853,1,1,3,1,1,1,3.0,18,4.3965759211679,0,C22
24861,1,1,4,1,1,15,3.0,18,4.318029926409962,0,C3
24864,0,1,2,1,1,6,1.0,20,4.305781151254982,0,C3
24865,1,1,2,1,0,4,3.0,9,4.275817927877539,0,C7
24867,0,1,2,2,1,15,3.0,21,4.116009679424738,0,C4
24870,1,1,3,1,1,2,3.0,20,4.3841562072030795,0,C16
24873,0,1,2,2,1,6,1.0,19,4.311329952303793,1,C4
24876,1,1,3,2,1,0,0.0,15,4.151523067564944,1,C11
24878,1,1,4,3,1,0,0.0,22,4.533558543435376,0,C2
24892,1,1,4,4,1,3,3.0,13,4.543477001854829,0,C1
24893,0,1,3,1,1,4,1.0,12,4.241596282154071,0,C3
24895,0,1,3,2,1,1,3.0,22,4.314035845679718,0,C4
24898,1,1,3,3,1,15,3.0,16,4.48159166769875,0,C15
24900,0,1,1,1,1,2,1.0,12,4.054613054556888,1,C17
24903,0,1,1,1,1,1,1.0,17,4.063258279950456,0,C8
24922,0,1,1,1,1,0,0.0,17,4.046822810130636,0,C11
24938,1,1,2,2,1,15,4.0,8,4.303109622057102,0,C8
24957,1,1,2,1,0,7,3.0,14,4.301724311530336,0,C7
24962,1,1,2,2,1,0,0.0,22,4.267406418752904,1,C8
24963,1,1,2,2,1,0,0.0,20,4.221570712166461,0,C1
24975,0,1,3,3,1,0,0.0,17,4.498850673140256,0,C26
24978,0,1,1,1,1,0,0.0,21,4.1502773775782975,0,C20
24980,0,1,4,3,1,4,4.0,17,4.314709692955174,1,C4
24983,0,1,3,2,1,2,2.0,13,4.292752124502243,0,C23
24984,1,1,2,1,0,11,1.0,19,4.23957473708321,1,C19
24986,0,1,3,3,1,0,0.0,17,4.448248601325392,0,C1
24987,1,1,3,2,0,0,0.0,16,4.35293464355942,0,C1
24994,1,1,3,3,1,4,2.0,20,4.440814659957681,1,C19
24995,1,1,3,2,1,15,3.0,19,4.361455844753205,0,C1
24996,1,1,3,3,1,6,4.0,19,4.426316028957645,0,C1
24997,0,1,1,1,1,0,0.0,20,4.240923478794255,0,C35
25002,1,1,2,1,1,0,0.0,1,4.148034739719123,0,C28
25003,0,1,3,3,1,0,0.0,1,4.308094652042313,0,C24
25005,0,1,4,4,1,12,3.0,3,4.492816243246181,0,C2
25008,1,1,2,1,1,3,3.0,2,4.186476030554059,0,C20
25011,1,1,3,3,1,8,2.0,22,4.439446385139312,0,C24
25022,1,1,4,3,1,9,1.0,19,4.272194472563573,1,C1
25024,0,1,2,1,1,1,1.0,16,4.189726065708361,1,C10
25025,1,1,4,2,0,0,0.0,14,4.555215405126073,0,C21
25026,1,1,4,3,1,15,3.0,13,4.419387326087647,0,C23
25027,1,1,3,3,1,15,3.0,22,4.355213905440986,0,C20
25028,1,1,2,2,1,3,3.0,21,4.129122490336902,0,C22
25030,0,1,2,1,1,0,0.0,20,4.176970538503155,0,C7
25035,1,1,4,4,1,15,3.0,21,4.48378692670438,0,C15
25040,1,1,4,4,1,3,4.0,7,4.537688157579913,1,C9
25041,1,1,3,3,1,1,3.0,17,4.3074361310944544,0,C2
25044,1,1,2,2,1,3,3.0,22,4.130873887845662,1,C2
25045,1,1,3,3,1,0,0.0,22,4.369364308781235,1,C2
25054,0,1,1,1,0,0,0.0,20,4.171106007773862,0,C16
25056,0,1,2,2,1,0,0.0,4,4.165541076722373,0,C13
25057,1,1,4,4,1,2,3.0,7,4.377189646293192,1,C4
25058,1,1,4,4,1,0,0.0,18,4.392148023991005,0,C14
25060,0,1,3,2,1,2,1.0,22,4.348561858167471,0,C4
25062,1,1,3,3,1,6,2.0,17,4.331872498488898,0,C8
25066,1,1,2,1,0,2,1.0,19,4.173640728127049,0,C3
25067,1,1,2,1,0,2,2.0,20,4.195788990035873,1,C1
25078,1,1,2,2,1,1,1.0,16,4.244009780392107,1,C25
25081,0,1,2,2,1,3,3.0,21,4.212304821450244,0,C14
25087,0,1,1,1,1,0,0.0,16,3.8694194821558217,0,C10
25088,1,1,2,2,1,10,2.0,22,4.13760727050463,1,C17
25089,0,1,2,2,1,3,1.0,19,4.397661971222142,1,C1
25090,1,1,3,3,1,15,4.0,22,4.306038816336349,0,C1
25101,1,1,2,2,1,2,1.0,19,4.369364308781235,0,C19
25102,1,1,3,3,1,0,0.0,19,4.416200998648033,0,C3
25104,1,1,2,2,1,11,3.0,21,4.27953919158926,0,C10
25105,0,1,1,1,1,0,0.0,17,4.313360951244128,1,C2
25113,0,1,4,2,0,0,0.0,4,4.3152143931652605,0,C9
25124,1,1,4,1,0,15,4.0,5,4.501442696861227,1,C1
25126,0,1,4,4,1,0,0.0,18,4.511359218857564,0,C1
25127,1,1,2,1,1,6,3.0,16,4.074289703792365,1,C10
25131,1,1,4,3,0,0,0.0,19,4.451823264590097,0,C7
25134,1,1,3,2,1,0,0.0,19,4.221602000267184,0,C1
25138,1,1,4,4,1,11,3.0,21,4.5301279504155305,1,C1
25154,1,1,4,4,1,0,0.0,16,4.413205852418673,0,C1
25159,1,1,3,2,1,0,0.0,12,4.378819271026701,0,C1
25163,1,1,4,4,1,10,4.0,22,4.497855340131178,1,C1
25164,0,1,3,2,1,0,0.0,20,4.4081992482955314,0,C4
25167,1,1,3,2,1,8,3.0,7,4.4386372661686115,0,C4
25168,1,1,4,3,1,9,4.0,17,4.3603055554968995,0,C2
25169,1,1,2,1,0,8,3.0,10,4.335176972770027,0,C4
25173,1,1,3,2,0,7,4.0,17,4.405844752772304,0,C14
25185,1,1,3,3,1,1,4.0,21,4.365240815984406,1,C3
25195,1,1,3,3,1,0,0.0,11,4.27063226051252,0,C2
25196,1,1,3,3,1,2,1.0,22,4.363190641530789,0,C6
25197,0,1,2,2,1,0,0.0,17,4.2638726768652235,0,C1
25203,0,1,3,3,1,5,3.0,18,4.405189213807231,0,C2
25204,0,1,4,1,1,15,2.0,4,4.528428165537636,0,C9
25206,1,1,2,1,0,4,3.0,21,4.354953146212556,0,C6
25207,0,1,3,3,1,11,1.0,16,4.30847050189866,0,C3
25211,0,1,2,1,1,9,3.0,2,4.280396238060143,0,C9
25227,0,1,3,3,0,0,0.0,7,4.456098692719307,0,C13
25230,1,1,3,3,1,15,3.0,21,4.31146564812802,0,C7
25234,1,1,3,3,1,12,3.0,8,4.364648536507682,0,C4
25241,1,1,3,3,1,7,3.0,5,4.252658889500619,0,C7
25244,0,1,2,1,0,1,3.0,21,4.0768733639893515,0,C16
25248,1,1,4,2,0,1,3.0,21,4.54109975785658,0,C6
25250,1,1,4,3,1,0,0.0,1,4.47358622603161,0,C19
25253,1,1,4,2,0,15,2.0,20,4.428976638512883,1,C7
25270,1,1,4,4,1,0,0.0,6,4.442793225939769,0,C4
25271,1,1,3,1,1,6,3.0,18,4.210157937653242,1,C2
25276,0,1,1,1,0,4,1.0,19,3.8602181846687564,1,C4
25285,1,1,4,4,1,2,2.0,20,4.5478435964985495,0,C21
25286,1,1,3,1,0,3,3.0,16,4.405004665050369,0,C11
25289,1,1,2,2,1,0,0.0,13,4.352089858737872,1,C5
25290,1,1,2,1,0,1,3.0,14,4.270212854896243,0,C21
25293,1,1,4,4,1,4,3.0,18,4.48378692670438,0,C10
25294,1,1,3,1,0,5,1.0,1,4.3618033589256875,0,C19
25298,1,1,4,4,1,3,3.0,18,4.3567140605833945,0,C10
25322,1,1,3,1,0,14,4.0,22,4.459488986922366,0,C6
25332,1,1,3,2,1,9,2.0,22,4.56850679679803,0,C2
25333,1,1,2,2,1,4,3.0,15,3.944729360303296,0,C7
25335,1,1,2,2,1,0,0.0,21,4.197974873991974,0,C3
25338,1,1,4,2,0,0,0.0,18,4.559724733614729,0,C1
25340,1,1,3,3,1,4,2.0,22,4.446164222025476,1,C3
25347,1,1,2,2,1,3,1.0,22,4.338057875419756,0,C21
25352,1,1,4,4,1,5,3.0,18,4.525345468073101,0,C1
25364,1,1,4,4,1,15,3.0,21,4.515195390956005,0,C1
25371,1,1,3,3,1,1,3.0,21,4.342343711009842,0,C1
25388,0,1,1,1,1,4,2.0,19,4.077440584471324,1,C1
25392,1,1,2,2,1,9,1.0,13,4.152337276215896,0,C3
25395,1,1,3,2,1,0,0.0,22,4.427252345127513,1,C8
25404,1,1,4,3,1,2,3.0,7,4.4349678884278125,1,C1
25412,1,1,4,4,1,3,1.0,17,4.360441933102638,0,C21
25421,1,1,2,2,1,0,0.0,22,4.335898992025112,0,C2
25426,1,1,3,3,1,14,3.0,5,4.330819466495837,1,C33
25430,1,1,3,2,1,5,1.0,2,4.337075714778425,0,C18
25432,0,1,3,3,1,3,4.0,16,4.466855762322411,0,C1
25435,0,1,2,2,1,5,3.0,18,4.229917223966217,0,C3
25438,0,1,2,2,1,0,0.0,19,4.113909943754037,0,C18
25441,1,1,3,3,1,15,3.0,18,4.3631605302861045,0,C15
25454,0,1,4,4,1,1,4.0,17,4.448458964362637,0,C4
25457,1,1,3,2,1,0,0.0,11,4.410189906396117,0,C2
25461,1,1,3,3,1,11,2.0,20,4.402282021702001,0,C11
25488,1,1,3,3,1,15,1.0,1,4.263531920094581,0,C17
25501,1,1,2,2,1,3,3.0,19,4.09420550937225,0,C9
25507,0,1,4,4,1,3,3.0,21,4.4206553400742825,1,C6
25521,1,1,4,4,1,15,3.0,19,4.391640703492388,0,C3
25525,0,1,4,3,1,1,1.0,1,4.4184338800803244,0,C17
25526,1,1,2,1,0,1,1.0,16,4.305695228911858,0,C24
25535,1,1,2,1,0,0,0.0,1,4.1291741029677675,0,C20
25536,1,1,4,4,1,2,3.0,11,4.445068398688963,0,C2
25538,1,1,4,4,1,0,0.0,17,4.492187468730812,0,C3
25543,1,1,2,2,1,10,4.0,13,4.298110431135712,1,C2
25545,1,1,2,2,1,13,3.0,18,4.411215523075143,0,C2
25546,1,1,4,4,1,4,4.0,17,4.53949262086324,1,C17
25551,1,1,2,2,0,4,2.0,13,4.121559844187501,1,C2
25563,1,1,1,1,1,3,1.0,16,3.956014670699672,0,C28
25565,1,1,2,1,0,0,0.0,16,4.342639773794437,0,C24
25567,1,1,3,3,1,1,4.0,13,4.412124406173318,0,C1
25568,1,1,2,2,1,0,0.0,7,4.1384163894753305,0,C29
25573,1,1,3,3,1,3,4.0,14,4.275909968670912,1,C7
25574,0,1,2,1,0,4,2.0,17,4.439294790112383,1,C1
25585,1,1,4,3,1,2,3.0,22,4.583244128726316,0,C1
25586,0,1,2,2,1,9,1.0,16,4.266701966884088,1,C13
25587,1,1,2,2,1,0,0.0,17,4.071852562614301,0,C17
25588,1,1,2,2,1,15,4.0,22,4.318230339187816,1,C4
25593,1,1,2,2,1,2,4.0,17,4.2899544265178,0,C6
25598,1,1,3,2,0,14,1.0,19,4.2811925036053236,0,C15
25600,1,1,2,2,1,10,3.0,18,4.197820677476275,0,C3
25604,1,1,2,2,1,15,1.0,19,4.261481745640964,0,C17
25606,1,1,2,2,1,15,3.0,20,4.228400358703005,0,C13
25608,1,1,4,2,0,6,3.0,16,4.407152869670635,1,C1
25610,1,1,3,3,1,7,1.0,17,4.331840135548244,0,C1
25612,1,1,3,3,1,1,4.0,1,4.20682587603185,0,C1
25613,1,1,4,3,1,15,1.0,16,4.447654084487986,1,C1
25621,1,1,2,2,1,0,0.0,15,4.144636467588492,1,C7
25622,0,1,3,1,0,9,4.0,3,4.497689689521025,0,C2
25627,1,1,4,4,1,0,0.0,12,4.571487553055797,0,C1
25631,0,1,1,1,1,0,0.0,13,4.117403884416343,1,C23
25634,0,1,2,1,1,5,1.0,16,4.1664893183259455,0,C1
25648,1,1,4,4,1,0,0.0,16,4.469453813767127,0,C1
25650,1,1,2,2,1,0,0.0,22,4.163829006902355,0,C2
25654,1,1,3,3,0,1,2.0,13,4.4184338800803244,1,C3
25658,0,1,2,2,1,6,1.0,19,4.340840549812332,0,C3
25661,1,1,2,2,1,6,1.0,18,4.171761546738936,0,C10
25662,1,1,3,3,1,0,0.0,2,4.290301787305674,0,C6
25668,1,1,4,4,1,15,3.0,18,4.4583053921180165,0,C2
25670,1,1,3,2,1,2,3.0,1,4.327285353558844,0,C17
25672,1,1,3,2,1,5,3.0,22,4.395347364529934,0,C2
25679,1,1,2,2,1,0,0.0,21,4.17539583139403,1,C6
25687,1,1,2,2,1,6,4.0,22,4.124034463315357,1,C2
25694,1,1,2,1,0,1,2.0,15,4.270967493629824,1,C6
25698,1,1,4,4,1,4,3.0,5,4.496021383121392,0,C1
25707,0,1,2,1,0,2,2.0,9,4.337355417552248,1,C3
25712,1,1,3,1,0,0,0.0,16,4.379776729937588,0,C16
25713,1,1,4,4,1,5,3.0,21,4.494549733542662,0,C7
25717,1,1,2,2,1,0,0.0,21,4.261024833992398,0,C2
25719,1,1,4,3,1,13,3.0,19,4.400240875254306,0,C1
25723,1,1,2,2,1,5,3.0,18,4.146995757209465,1,C10
25724,0,1,2,2,1,4,3.0,17,4.217799679947118,0,C13
25731,0,1,3,1,0,11,3.0,21,4.386020710852329,0,C9
25735,1,1,4,4,1,0,0.0,13,4.49996186559619,0,C1
25738,1,1,4,3,1,0,0.0,21,4.49375352166557,0,C22
25748,1,1,2,2,1,3,4.0,18,4.242342621024643,1,C3
25771,1,1,2,1,1,0,0.0,19,4.200741090235126,0,C3
25774,1,1,4,3,1,15,2.0,20,4.475729284034757,0,C7
25775,1,1,3,3,1,2,3.0,20,4.402171934380269,0,C1
25787,1,1,3,3,1,0,0.0,22,4.385177128818429,0,C1
25799,1,1,3,1,1,0,0.0,21,4.247236549506764,0,C22
25800,1,1,4,4,1,6,2.0,20,4.442793225939769,0,C2
25802,0,1,2,1,1,0,0.0,10,4.215774993380703,0,C4
25804,0,1,3,1,1,1,3.0,21,4.295347148333618,0,C1
25813,1,1,1,1,1,0,0.0,21,4.011655010724778,1,C10
25825,0,1,2,2,1,10,3.0,13,4.19728055812562,0,C1
25826,1,1,3,3,1,4,3.0,21,4.3457186762819315,0,C9
25827,0,1,4,4,1,15,3.0,21,4.433340926358663,0,C14
25843,1,1,3,3,1,2,3.0,20,4.432809005033168,0,C18
25844,0,1,2,2,1,4,3.0,12,4.3027983122323645,0,C3
25845,0,1,3,3,1,6,3.0,22,4.479891882820856,0,C2
25856,1,1,2,1,0,4,3.0,21,4.17539583139403,0,C7
25859,1,1,4,4,1,0,0.0,13,4.457942421363998,0,C1
25865,1,1,2,2,1,1,3.0,17,4.256501266211318,0,C23
25872,1,1,4,2,1,0,0.0,18,4.421182588508476,0,C1
25885,0,1,2,1,1,6,3.0,20,4.158458991258385,0,C5
25888,1,1,3,2,1,15,4.0,1,4.243177000689369,0,C19
25889,1,1,3,3,1,5,1.0,16,4.388470656702881,1,C1
25891,1,1,2,2,1,0,0.0,22,4.141104709327929,0,C2
25902,1,1,2,1,1,3,4.0,21,4.176878066559464,0,C2
25908,1,1,4,3,1,5,4.0,17,4.465525609730064,0,C1
25914,1,1,2,2,1,8,4.0,21,4.201506367053238,0,C8
25920,0,1,2,2,1,2,3.0,14,4.194042327886423,0,C7
25921,1,1,3,3,1,0,0.0,16,4.451995092280529,0,C11
25931,1,1,3,3,1,7,3.0,20,4.320827324049014,0,C1
25936,0,1,4,4,1,12,1.0,22,4.462996612028056,0,C15
25949,1,1,3,3,1,0,0.0,22,4.339443490762602,0,C21
25955,1,1,2,1,1,0,0.0,21,4.269512944217916,0,C9
25956,0,1,1,1,1,0,0.0,2,4.141387054867337,0,C6
25958,0,1,3,3,1,2,1.0,4,4.445417369765918,0,C9
25963,0,1,1,1,1,1,2.0,19,4.050085744201408,0,C12
25972,0,1,2,2,1,2,3.0,18,4.295083059251656,0,C13
25975,1,1,3,1,0,2,3.0,3,4.200281276023932,0,C2
25977,1,1,3,3,1,11,3.0,22,4.3942484955618415,0,C2
25988,1,1,3,2,1,5,3.0,18,4.300125722371037,0,C10
25990,1,1,4,2,1,9,3.0,22,4.419175630016235,0,C1
25999,0,1,2,2,1,7,3.0,7,4.378208878119611,1,C1
26000,0,1,3,2,1,15,3.0,18,4.391781685308884,0,C1
26004,1,1,3,3,1,0,0.0,13,4.411215523075143,0,C23
26007,1,1,2,2,1,0,0.0,18,4.2133583536243915,0,C15
26011,0,1,1,1,1,5,1.0,1,4.179551791165188,1,C5
26012,0,1,3,3,1,1,3.0,5,4.380428334683836,0,C1
26023,0,1,3,3,1,0,0.0,15,4.219814971182443,0,C1
26036,1,1,4,4,1,0,0.0,5,4.490127104735399,0,C1
26043,1,1,2,2,1,8,3.0,16,4.325679826843426,0,C1
26044,1,1,3,3,1,15,3.0,18,4.512390854819099,0,C10
26050,0,1,4,1,1,1,2.0,20,4.406335758457057,0,C1
26054,1,1,4,3,1,0,0.0,14,4.475729284034757,0,C2
26055,0,1,2,2,1,1,3.0,10,4.06550502309839,0,C27
26057,1,1,3,2,1,0,0.0,18,4.437763242766138,0,C2
26072,0,1,2,2,0,1,2.0,22,4.262735779666486,0,C16
26073,1,1,2,2,1,0,0.0,11,4.063843552237731,0,C2
26075,1,1,3,3,1,7,3.0,21,4.394689777037812,1,C1
26084,1,1,4,4,1,8,1.0,1,4.376372535079613,0,C8
26088,0,1,3,2,1,15,3.0,18,4.443919801103023,0,C14
26089,0,1,3,3,1,0,0.0,22,4.373206340142947,0,C1
26093,1,1,2,1,0,5,3.0,9,4.350092885458106,0,C6
26094,1,1,2,2,1,0,0.0,18,4.133436709409421,0,C27
26095,1,1,3,3,1,0,0.0,14,4.339491191842545,1,C2
26097,1,1,4,4,1,4,3.0,7,4.477815570586017,1,C1
26099,0,1,2,2,1,0,0.0,20,4.22514380468751,1,C3
26103,1,1,2,2,1,0,0.0,17,4.307239236201639,0,C3
26107,1,1,4,3,0,3,3.0,13,4.497499113176303,0,C1
26109,1,1,4,4,1,8,3.0,18,4.404286229019032,0,C1
26110,1,1,3,3,1,8,3.0,13,4.321846882692888,0,C17
26116,1,1,3,1,1,6,2.0,5,4.207580514765431,0,C1
26121,1,1,4,3,1,4,3.0,18,4.384425103553632,0,C3
26126,0,1,1,1,0,3,1.0,19,4.232767474176343,0,C1
26131,0,1,1,1,1,0,0.0,12,3.968034413030561,0,C3
26136,0,1,4,3,1,0,0.0,20,4.550927554535892,0,C3
26137,1,1,2,2,1,0,0.0,22,4.19098125294597,1,C2
26139,1,1,3,3,0,0,0.0,22,4.315781480708604,1,C15
26149,0,1,2,2,1,0,0.0,15,4.057818194432099,0,C1
26150,1,1,4,3,1,11,2.0,13,4.427729479503893,0,C7
26152,1,1,3,3,1,15,1.0,9,4.245186824746292,0,C26
26153,0,1,4,3,1,1,1.0,20,4.383923028952161,0,C21
26158,1,1,3,1,1,10,2.0,17,4.441710842209566,0,C1
26161,1,1,2,1,1,15,1.0,19,4.357363030615143,0,C3
26168,1,1,3,1,0,0,0.0,19,4.395885285747662,1,C7
26172,0,1,3,2,1,0,0.0,16,4.309289410655256,1,C18
26179,1,1,2,2,1,2,3.0,1,4.293371395221607,0,C28
26181,1,1,3,3,1,1,1.0,20,4.363927715625356,0,C16
